

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Antigua and Barbuda",28,"Total renewable water resources",4188,1962,0.052,"","","1537"
"Argentina",32,"Total renewable water resources",4188,1962,876.24,"E","","0"
"Australia",36,"Total renewable water resources",4188,1962,492.0,"E","","0"
"Austria",40,"Total renewable water resources",4188,1962,77.7,"E","","0"
"Bahamas",44,"Total renewable water resources",4188,1962,0.7,"E","","6433"
"Bahrain",48,"Total renewable water resources",4188,1962,0.116,"E","","0"
"Bangladesh",50,"Total renewable water resources",4188,1962,1227.032,"E","","0"
"Barbados",52,"Total renewable water resources",4188,1962,0.08,"E","","0"
"Belgium",56,"Total renewable water resources",4188,1962,18.3,"E","","0"
"Belize",84,"Total renewable water resources",4188,1962,21.734,"E","","0"
"Benin",204,"Total renewable water resources",4188,1962,26.39,"E","","0"
"Bhutan",64,"Total renewable water resources",4188,1962,95.0,"E","","0"
"Bolivia (Plurinational State of)",68,"Total renewable water resources",4188,1962,574.0,"E","","0"
"Botswana",72,"Total renewable water resources",4188,1962,12.24,"E","","0"
"Brazil",76,"Total renewable water resources",4188,1962,8647.0,"E","","0"
"Brunei Darussalam",96,"Total renewable water resources",4188,1962,8.5,"E","","0"
"Bulgaria",100,"Total renewable water resources",4188,1962,21.3,"E","","0"
"Burkina Faso",854,"Total renewable water resources",4188,1962,13.5,"E","","0"
"Burundi",108,"Total renewable water resources",4188,1962,12.536,"E","","0"
"Cabo Verde",132,"Total renewable water resources",4188,1962,0.3,"E","","0"
"Cambodia",116,"Total renewable water resources",4188,1962,476.1,"E","","0"
"Cameroon",120,"Total renewable water resources",4188,1962,283.15,"E","","0"
"Canada",124,"Total renewable water resources",4188,1962,2902.0,"E","","0"
"Central African Republic",140,"Total renewable water resources",4188,1962,141.0,"E","","0"
"Chad",148,"Total renewable water resources",4188,1962,45.7,"E","","0"
"Chile",152,"Total renewable water resources",4188,1962,923.06,"E","","0"
"China",156,"Total renewable water resources",4188,1962,2840.22,"E","","0"
"Colombia",170,"Total renewable water resources",4188,1962,2360.0,"E","","0"
"Comoros",174,"Total renewable water resources",4188,1962,1.2,"E","[24]","0"
"Congo",178,"Total renewable water resources",4188,1962,832.0,"E","","0"
"Cook Islands",184,"Total renewable water resources",4188,1962,0.0,"E","","0"
"Costa Rica",188,"Total renewable water resources",4188,1962,113.0,"E","","0"
"Côte d'Ivoire",384,"Total renewable water resources",4188,1962,84.14,"E","","0"
"Cuba",192,"Total renewable water resources",4188,1962,38.12,"E","","0"
"Cyprus",196,"Total renewable water resources",4188,1962,0.78,"E","","0"
"Democratic People's Republic of Korea",408,"Total renewable water resources",4188,1962,77.15,"E","","0"
"Democratic Republic of the Congo",180,"Total renewable water resources",4188,1962,1283.0,"E","","0"
"Denmark",208,"Total renewable water resources",4188,1962,6.0,"E","","0"
"Djibouti",262,"Total renewable water resources",4188,1962,0.3,"E","","0"
"Dominica",212,"Total renewable water resources",4188,1962,0.2,"E","","6433"
"Dominican Republic",214,"Total renewable water resources",4188,1962,23.5,"E","","0"
"Ecuador",218,"Total renewable water resources",4188,1962,442.4,"E","","0"
"Egypt",818,"Total renewable water resources",4188,1962,57.5,"E","","0"
"El Salvador",222,"Total renewable water resources",4188,1962,26.27,"E","","0"
"Equatorial Guinea",226,"Total renewable water resources",4188,1962,26.0,"E","","0"
"Eswatini",748,"Total renewable water resources",4188,1962,4.51,"E","","0"
"Faroe Islands",234,"Total renewable water resources",4188,1962,0.0,"E","","0"
"Fiji",242,"Total renewable water resources",4188,1962,28.55,"E","","0"
"Finland",246,"Total renewable water resources",4188,1962,110.0,"E","","0"
"France",250,"Total renewable water resources",4188,1962,211.0,"E","","0"
"Gabon",266,"Total renewable water resources",4188,1962,166.0,"E","","0"
"Gambia",270,"Total renewable water resources",4188,1962,8.0,"E","","0"
"Germany",276,"Total renewable water resources",4188,1962,154.0,"E","","0"
"Ghana",288,"Total renewable water resources",4188,1962,56.2,"E","","0"
"Greece",300,"Total renewable water resources",4188,1962,68.4,"E","","0"
"Grenade",308,"Total renewable water resources",4188,1962,0.2,"E","","6433"
"Guatemala",320,"Total renewable water resources",4188,1962,127.91,"E","","0"
"Guinea",324,"Total renewable water resources",4188,1962,226.0,"E","","0"
"Guinea-Bissau",624,"Total renewable water resources",4188,1962,31.4,"E","","0"
"Guyana",328,"Total renewable water resources",4188,1962,271.0,"E","","0"
"Haiti",332,"Total renewable water resources",4188,1962,14.022,"E","","0"
"Holy See",336,"Total renewable water resources",4188,1962,0.0,"E","","0"
"Honduras",340,"Total renewable water resources",4188,1962,92.164,"E","","0"
"Hungary",348,"Total renewable water resources",4188,1962,104.0,"E","","0"
"Iceland",352,"Total renewable water resources",4188,1962,170.0,"E","","0"
"India",356,"Total renewable water resources",4188,1962,1910.9,"E","","0"
"Indonesia",360,"Total renewable water resources",4188,1962,2018.7,"E","","0"
"Iran (Islamic Republic of)",364,"Total renewable water resources",4188,1962,137.045,"E","","0"
"Iraq",368,"Total renewable water resources",4188,1962,89.86,"E","","0"
"Ireland",372,"Total renewable water resources",4188,1962,52.0,"E","","0"
"Israel",376,"Total renewable water resources",4188,1962,1.78,"E","","0"
"Italy",380,"Total renewable water resources",4188,1962,191.3,"E","","0"
"Jamaica",388,"Total renewable water resources",4188,1962,10.823,"E","","0"
"Japan",392,"Total renewable water resources",4188,1962,430.0,"E","","0"
"Jordan",400,"Total renewable water resources",4188,1962,0.937,"E","","0"
"Kenya",404,"Total renewable water resources",4188,1962,30.7,"E","","0"
"Kiribati",296,"Total renewable water resources",4188,1962,0.0,"E","","0"
"Kuwait",414,"Total renewable water resources",4188,1962,0.02,"E","","0"
"Lao People's Democratic Republic",418,"Total renewable water resources",4188,1962,333.5,"E","","0"
"Lebanon",422,"Total renewable water resources",4188,1962,4.503,"E","","0"
"Lesotho",426,"Total renewable water resources",4188,1962,3.022,"E","","0"
"Liberia",430,"Total renewable water resources",4188,1962,232.0,"E","","0"
"Libya",434,"Total renewable water resources",4188,1962,0.7,"E","","0"
"Liechtenstein",438,"Total renewable water resources",4188,1962,0.0,"E","","0"
"Luxembourg",442,"Total renewable water resources",4188,1962,3.5,"E","","0"
"Madagascar",450,"Total renewable water resources",4188,1962,337.0,"E","","0"
"Malawi",454,"Total renewable water resources",4188,1962,17.28,"E","","0"
"Malaysia",458,"Total renewable water resources",4188,1962,580.0,"E","","0"
"Maldives",462,"Total renewable water resources",4188,1962,0.03,"E","","0"
"Mali",466,"Total renewable water resources",4188,1962,120.0,"E","","0"
"Malta",470,"Total renewable water resources",4188,1962,0.0505,"E","","0"
"Marshall Islands",584,"Total renewable water resources",4188,1962,0.0,"E","","0"
"Mauritania",478,"Total renewable water resources",4188,1962,11.4,"E","","0"
"Mauritius",480,"Total renewable water resources",4188,1962,2.751,"E","","0"
"Mexico",484,"Total renewable water resources",4188,1962,461.888,"E","","0"
"Micronesia (Federated States of)",583,"Total renewable water resources",4188,1962,0.0,"E","","0"
"Mongolia",496,"Total renewable water resources",4188,1962,34.8,"E","","0"
"Morocco",504,"Total renewable water resources",4188,1962,29.0,"E","","0"
"Mozambique",508,"Total renewable water resources",4188,1962,217.1,"E","","0"
"Myanmar",104,"Total renewable water resources",4188,1962,1167.8,"E","","0"
"Namibia",516,"Total renewable water resources",4188,1962,39.91,"E","","0"
"Nauru",520,"Total renewable water resources",4188,1962,0.01,"E","","0"
"Nepal",524,"Total renewable water resources",4188,1962,210.2,"E","","0"
"Netherlands",528,"Total renewable water resources",4188,1962,91.0,"E","","0"
"New Zealand",554,"Total renewable water resources",4188,1962,327.0,"","[25]","1589"
"Nicaragua",558,"Total renewable water resources",4188,1962,164.52,"E","","0"
"Niger",562,"Total renewable water resources",4188,1962,34.05,"E","","0"
"Nigeria",566,"Total renewable water resources",4188,1962,286.2,"E","","0"
"Niue",570,"Total renewable water resources",4188,1962,0.0,"E","","0"
"Norway",578,"Total renewable water resources",4188,1962,393.0,"E","","0"
"Oman",512,"Total renewable water resources",4188,1962,1.4,"E","","0"
"Pakistan",586,"Total renewable water resources",4188,1962,246.8,"E","","0"
"Palau",585,"Total renewable water resources",4188,1962,0.0,"E","","0"
"Palestine",275,"Total renewable water resources",4188,1962,0.837,"E","","0"
"Panama",591,"Total renewable water resources",4188,1962,139.304,"E","","0"
"Papua New Guinea",598,"Total renewable water resources",4188,1962,801.0,"E","","0"
"Paraguay",600,"Total renewable water resources",4188,1962,387.77,"E","","0"
"Peru",604,"Total renewable water resources",4188,1962,1879.8,"E","","0"
"Philippines",608,"Total renewable water resources",4188,1962,479.0,"E","","0"
"Poland",616,"Total renewable water resources",4188,1962,60.5,"E","","0"
"Portugal",620,"Total renewable water resources",4188,1962,77.4,"E","","0"
"Puerto Rico",630,"Total renewable water resources",4188,1962,7.1,"","","1620"
"Qatar",634,"Total renewable water resources",4188,1962,0.058,"E","","0"
"Republic of Korea",410,"Total renewable water resources",4188,1962,69.7,"E","","0"
"Romania",642,"Total renewable water resources",4188,1962,212.01,"E","","0"
"Rwanda",646,"Total renewable water resources",4188,1962,13.3,"E","","0"
"Saint Kitts and Nevis",659,"Total renewable water resources",4188,1962,0.024,"E","","0"
"Saint Lucia",662,"Total renewable water resources",4188,1962,0.3,"E","","6433"
"Saint Vincent and the Grenadines",670,"Total renewable water resources",4188,1962,0.1,"E","","6433"
"Samoa",882,"Total renewable water resources",4188,1962,0.0,"E","","0"
"Sao Tome and Principe",678,"Total renewable water resources",4188,1962,2.18,"","","1561"
"Saudi Arabia",682,"Total renewable water resources",4188,1962,2.4,"E","","0"
"Senegal",686,"Total renewable water resources",4188,1962,38.97,"E","","0"
"Seychelles",690,"Total renewable water resources",4188,1962,0.0,"E","","0"
"Sierra Leone",694,"Total renewable water resources",4188,1962,160.0,"E","","0"
"Singapore",702,"Total renewable water resources",4188,1962,0.6,"","","1618"
"Solomon Islands",90,"Total renewable water resources",4188,1962,44.7,"E","","0"
"Somalia",706,"Total renewable water resources",4188,1962,14.7,"E","","0"
"South Africa",710,"Total renewable water resources",4188,1962,51.35,"E","","0"
"Spain",724,"Total renewable water resources",4188,1962,111.5,"E","","0"
"Sri Lanka",144,"Total renewable water resources",4188,1962,52.8,"E","","0"
"Suriname",740,"Total renewable water resources",4188,1962,99.0,"E","","0"
"Sweden",752,"Total renewable water resources",4188,1962,174.0,"E","","0"
"Switzerland",756,"Total renewable water resources",4188,1962,53.5,"E","","0"
"Syrian Arab Republic",760,"Total renewable water resources",4188,1962,16.802,"E","","0"
"Thailand",764,"Total renewable water resources",4188,1962,438.61,"E","","0"
"Timor-Leste",626,"Total renewable water resources",4188,1962,8.215,"E","","0"
"Togo",768,"Total renewable water resources",4188,1962,14.7,"E","","0"
"Tokelau",772,"Total renewable water resources",4188,1962,0.0,"E","","0"
"Tonga",776,"Total renewable water resources",4188,1962,0.0,"E","","0"
"Trinidad and Tobago",780,"Total renewable water resources",4188,1962,3.84,"E","","0"
"Tunisia",788,"Total renewable water resources",4188,1962,4.615,"E","","0"
"Turkey",792,"Total renewable water resources",4188,1962,211.6,"E","","0"
"Tuvalu",798,"Total renewable water resources",4188,1962,0.0,"E","","0"
"Uganda",800,"Total renewable water resources",4188,1962,60.1,"E","","0"
"United Arab Emirates",784,"Total renewable water resources",4188,1962,0.15,"E","","0"
"United Kingdom",826,"Total renewable water resources",4188,1962,147.0,"E","","0"
"United Republic of Tanzania",834,"Total renewable water resources",4188,1962,96.27,"E","","0"
"United States of America",840,"Total renewable water resources",4188,1962,3069.0,"E","","0"
"Uruguay",858,"Total renewable water resources",4188,1962,172.2,"E","","0"
"Vanuatu",548,"Total renewable water resources",4188,1962,10.0,"E","","0"
"Venezuela (Bolivarian Republic of)",862,"Total renewable water resources",4188,1962,1325.0,"E","","0"
"Viet Nam",704,"Total renewable water resources",4188,1962,884.12,"E","","0"
"Yemen",887,"Total renewable water resources",4188,1962,2.1,"E","","0"
"Zambia",894,"Total renewable water resources",4188,1962,104.8,"E","","0"
"Zimbabwe",716,"Total renewable water resources",4188,1962,20.0,"E","","0"
"Afghanistan",4,"Dependency ratio",4192,1962,28.7226001512,"E","","0"
"Albania",8,"Dependency ratio",4192,1962,10.9271523179,"E","","0"
"Algeria",12,"Dependency ratio",4192,1962,3.5998971458,"E","","0"
"Andorra",20,"Dependency ratio",4192,1962,,"","","0"
"Angola",24,"Dependency ratio",4192,1962,0.269541779,"E","","0"
"Antigua and Barbuda",28,"Dependency ratio",4192,1962,0.0,"E","","0"
"Argentina",32,"Dependency ratio",4192,1962,66.6757965854,"E","","0"
"Australia",36,"Dependency ratio",4192,1962,0.0,"E","","0"
"Austria",40,"Dependency ratio",4192,1962,29.2149292149,"E","","0"
